Number,Arabic,English
7685,بروتوكول أحادي الاتجاه,simplex protocol
7686,واجهة بسيطة لمكتب رسائل (SMDI),Simplified Message Desk Interface
7687,[لغة] SIMSCRIPT,SIMSCRIPT
7688,[لغة] SIMULA,SIMULA
7689,يحاكي,simulate (v)
7690,تلدين محاكى,simulated annealing
7691,برنامج محاكاة,simulating program
7692,محاكاة,simulation
7693,لغة تحكم للمحاكاة,simulation control language
7694,لغة محاكاة,simulation language
7695,محاك,simulator
7696,متآون,simultaneous (adj)
7697,نفاذ متآون,simultaneous access
7698,عمليات محيطية متآونة مباشرة (SPOOL),Simultaneous Peripheral Operation On-Line
7699,معالجة متآونة,simultaneous processing
7700,نبضة جيبية مربعة,sine-squared pulse
7701,صفير,singing
7702,هامش الصفير,singing margin
7703,حاسوب أحادي اللوحة,single board computer
7704,أحادي الرقاقة,single chip (adj)
7705,أحادي النواة,single core (adj)
7706,وراثة أحادية,single inheritance
7707,قرص أحادي غال و كبير,single large expensive disk
7708,خط رقمي لمشترك أحادي الخط (SDSL),Single line Digital Subscriber Line
7709,نقطة تحكم أحادية,single point of control
7710,نقطة عطل أحادية,single point of failure
7711,أحادي الدقة,single precision (adj)
7712,علامة اقتباس أحادية,single quotes
7713,نطاق جانبي أحادي (SSB),Single Side Band
7714,استيقان بتسجيل دخول أحادي,single sign-on authentication
7715,توثيق أحادي للمصدر,single source documentation
7716,تكامل أحادي للمصدر,single source integration
7717,دفقة أحادية,"single threading (n,adj)"
7718,تعليمة أحادية العنوان,single-address instruction
7719,أحادي الكثافة,single-density (adj)
7720,تداخل أحادي التردد,single-frequency interference
7721,تشوه أحادي التوافقية,single-harmonic distortion
7722,تعمية أحادية المفتاح,single-key encryption
7723,[خط] DSL أحادي الخط (SDSL),Single-line DSL
7724,ليف ضوئي أحادي النمط (SMF),Single-Mode optical Fiber
7725,هوائي أحادي القطبية,single-polarized antenna
7726,أحادي الدقة,single-precision (adj)
7727,رتل أحادي المخدم,single-server queue
7728,شذوذ، نقطة شاذة,singularity
7729,مفرغ,sink
7730,اهتزاز جيب,sinusoidal oscillation
7731,[تعليب] SIPP,SIPP
7732,موقع,site
7733,إدارة الموقع,site management
7734,خريطة الموقع,site map
7735,مراقبة الموقع,site monitoring
7736,تخطيط الموقع,site planning
7737,(أقصر مهمة أولا) SJF,SJF (Shortest-Job-First)
7738,هيكل,skeleton
7739,انحراف,skew
7740,شعاع الانحراف,skew ray
7741,تحريف,skewing
7742,مفعول القشرة,skin effect
7743,موجة سماوية,sky wave
7744,متبع,slave
7745,ميقاتية (ساعة) متبعة,slave clock
7746,معالجات متبعة,slave processors
7747,محطة متبعة,slave station
7748,منظومة متبعة,slave system
7749,نمط النوم,sleep mode
7750,موائمة شرائح,slide adapter
7751,عروض تقديمية بالشرائح,slide show presentations
7752,نافذة منزلقة,sliding window
7753,[بروتوكول] SLIP,SLIP
7754,مقلد SLIP,SLIP emulator
7755,بمسح شقي,slit scan (adj)
7756,ميل,slope
7757,مسوي الميل,slope equalizer
7758,حيز، فتحة,slot
7759,هوائي ذو فتحة,slot antenna
7760,سدادات الفتحات,slot fillers
7761,خطوة الحيز,slot pitch
7762,حيز زمني,slot time
7763,[منظومة] ALOHA ذات أحياز زمنية,slotted ALOHA
7764,شبكة حلقية ذات أحياز زمنية,slotted-ring network
7765,[تكامل] SLSI,SLSI
7766,مؤسسات صغيرة ومتوسطة الحجم (SMF),Small and Medium Enterprises
7767,مؤسسة أعمال صغيرة (SBE),Small Business Enterprise
7768,مخدم [مؤسسمة] أعمال صغيرة (SBS),Small Business Server
7769,مكتب صغير، مكتب منزل (SOHO),Small Office
7770,شبكة صغيرة المساحة,small-area network
7771,تكامل صغير النطاق (SSI),Small-Scale Integration
7772,[لغة] Smalltalk,Smalltalk
7773,فواصل علوية ذكية,smart apostrophes
7774,جهاز ذكي,smart appliance
7775,بطاقة ذكية,smart card
7776,معرف بطاقة ذكية,smart card ID
7777,شبكة [كهرباء] ذكية,smart grid
7778,هاتف ذكي,smart phone
7779,منظومة SMART,SMART system
7780,مطراف ذكي,smart terminal
7781,[خدمات] SMDS,SMDS
7782,يملس,smooth (v)
7783,تمليس,smoothing
7784,(تعدد المعاجلة المتناظرة) SMP,SMP (Symmetric Multiproce ssing)
7785,مخدم SMP,SMP server
7786,[بروتوكول] SMTP,SMTP
7787,هجوم السنافر,smurf attack
7788,[بروتوكول] SNAP,SNAP
7789,لقطة، التقاطة,snapshot
7790,انتساخ لقطة,snapshot dump
7791,برنامج التقاطي,snapshot program
7792,مخترقص ، متفحص,sniffer
7793,تقص ، تفحص,sniffing
7794,[بروتوكول] SNMP,SNMP
7795,[لغة] SNOBOL,SNOBOL
7796,برمجيات تطفلية,snoopware
7797,ندف,snow
7798,[بروتوكول] SOAP,SOAP
7799,[طريقة] وضع علامات مرجعية [في شبكات] اجتماعية,social bookmarking
7800,تشبيك اجتماعي,social networking
7801,موقع وب للتشبيك الاجتماعي,social networking Web site
7802,محرك بحث اجتماعي,social search engine
7803,مقبس,socket
7804,تركيب مقبس,socket mount
7805,خدمات مقبسية,socket services
7806,[واجهة] مقابس,sockets
7807,إقلاع لين,soft boot
7808,نسخة إلكترونية,soft copy
7809,أرقام هاتفية هينة,soft dial tone numbers
7810,خطأ لين,soft error
7811,تسليم لين,soft handoff
7812,واصلة لينة,soft hyphen
7813,رقعة لينة,soft patch
7814,هاتف برمجي,soft phone
7815,منظومة زمن حقيقي لين,soft real-time system
7816,شريط لين,softstrip
7817,مبدال برمجي,softswitch
7818,برمجيات,software
7819,إدارة البرمجيات,software administration
7820,جهاز برمجي,software appliance
7821,بنيان برمجي,software architecture
7822,عثرة برمجية,software bug
7823,كودك (مرمز/مفكك ترميز) برمجي,software codec
7824,مكون برمجي,software component
7825,تشكيل برمجي,software configuration
7826,بند تشكيل برمجي (SCI),Software Configuration Item
7827,إدارة تشكيل برمجي (SCM),Software Configuration Management
7828,تضارب برمجي,software conflict
7829,راديو يعرف برمجيا (SDR),Software Defined Radio
7830,وثيقة تصميم البرمجيات (SDD),Software Design Document
7831,إجرائية تصميم برمجيات,software design process
7832,مطور برمجيات,software developer
7833,طقم مطور برمجيات (SDK),Software Developer’s Kit
7834,تطوير برمجيات,software development
7835,دورة تطوير البرمجيات,software development cycle
7836,مكتبة تطوير البرمجيات (SDL),Software Development Library
7837,خطة تطوير البرمجيات (SDP),Software Development Plan
7838,إجرائية تطوير البرمجيات (SDP),Software Development Process
7839,سواق تجهيزة برمجي,software device driver
7840,توثيق البرمجيات,software documentation
7841,هندسة البرمجيات (SE),Software Engineering
7842,بيئة هندسة البرمجيات (SEE),Software Engineering Environment
7843,معهد هندسة البرمجيات (SEI),Software Engineering Institute
7844,إنتروبية البرمجيات,software entropy
7845,إخفاق برمجي,software failure
7846,جدار حماية برمجي,software firewall
7847,مصافحة برمجية,software handshake
7848,شركة [تطوير] برمجيات,software house
7849,دارة متكاملة برمجية,software integrated circuit
7850,مقاطعة برمجية,software interrupt
7851,مكتبة برمجيات,software library
7852,رخصة برمجيات,software license
7853,دورة حياة البرمجيات,software life cycle
7854,صيانة برمجيات,software maintenance
7855,دليل نضج البرمجيات (SMI),Software Maturity Index
7856,قياسات للبرمجيات,software metrics
7857,تهجير البرمجيات,software migration
7858,نموذج برمجيات,software model
7859,اجتزائية برمجيات,software modularity
7860,مجتزأ برمجي,software module
7861,مرقاب برمجي,software monitor
7862,حزمة برمجية,software package
7863,قرصنة برمجيات,software piracy
7864,إجراء برمجي,software procedure
7865,تحسين إجرائية البرمجيات (SPI),Software Process Improvement
7866,منتج برمجي,software product
7867,وثيقة متطلبات منتج برمجي,software product requirement
7868,برنامج برمجي,software program
7869,مبرمج برمجيات,software programmer
7870,حماية برمجية,software protection
7871,ناشر برمجيات,software publisher
7872,نشر برمجيات,software publishing
7873,جودة البرمجيات,software quality
7874,ضمان جودة البرمجيات (SQA),Software Quality Assurance
7875,إدارة جودة البرمجيات (SQM),Software Quality Management
7876,موثوقية البرمجيات,software reliability
7877,تصيير برمجي,software rendering
7878,خازنة برمجيات,software repository
7879,موارد برمجية,software resources
7880,إعادة استعمال البرمجيات,software reusability
7881,مراجعة برمجيات,software review
7882,نظام برمجيات,software system
7883,أدوات برمجية,software tools
7884,وحدة برمجية,software unit
7885,[مكتب] SOHO,SOHO
7886,خلية شمسية,solar cell
7887,[بيئة] Solaris,Solaris
7888,منطق صلب,solid logic
7889,نموذج صلب,solid model
7890,حالة صلبة,solid state
7891,مسوق ذو حالة صلبة,solid state drive
7892,ذاكرة ذات حالة صلبة (SSM),Solid State Memory
7893,خزن ذو حالة صلبة (SSS),Solid State Storage
7894,طابعة بالحبر الجاف,solid-ink printer
7895,ذاكرة ذات حالة صلبة (SSM),Solid-State Memory
7896,مرحل ذو حالة صلبة (SSR),Solid-State Relay
7897,[نبضات] رتيبة,soliton
7898,فضاء حلول,solution space
7899,مزود حلول,solutions provider
7900,[شبكة] SONET,SONET
7901,حلقة SONET,SONET ring
7902,[شبكة] SONET/SDH,SONET/SDH
7903,فرز، يفرز,sort (n)
7904,خوارزمية فرز,sort algorithm
7905,حقل فرز,sort field
7906,فارز,sorter
7907,فرز,sorting
7908,معيار فرز,sorting criterion
7909,برنامج فرز,sorting program
7910,عرض نطاق صوت,sound bandwidth
7911,لوحة صوت,sound board
7912,بث صوت,sound broadcasting
7913,صوان صوت,sound buffer
7914,قصاصة صوتية,sound clip
7915,محرر صوت,sound editor
7916,مولد صوت,sound generator
7917,عزل صوت,sound insulation
7918,موجة صوتية,sound wave
7919,[سمة] مشعر صوت,SoundSentry
7920,مصدر,source
7921,عنوان المصدر,source address
7922,رماز مصدري,source code
7923,محرر رماز مصدري,source code editor
7924,إدارة رماز مصدري,source code management
7925,حاسوب مصدري ، حاسوب المصدر,source computer
7926,معطيات مصدرية,source data
7927,تحصيل معطيات مصدرية,source data acquisition
