english,arabic,url,arabic_description
Graph theory,نظرية المخططات,https://arabicglossary.dubaifuture.ae/ar/words/graph-theory,دراسة المخططات التي هي بِنًى رياضية تُستعمل لنمذجة العلاقات المزدوجة بين الأشياء.
Tensor network theory,نظرية شبكة الموتّر,https://arabicglossary.dubaifuture.ae/ar/words/tensor-network-theory,نظرية تشير إلى وظيفة الدماغ التي تقدم نموذجًا رياضيًا لتحويل إحداثيات الزمكان الحسي إلى إحداثيات حركية والعكس بواسطة الشبكات العصبية المخيخية.
Agrifood systems,نظم الزراعة الغذائية,https://arabicglossary.dubaifuture.ae/ar/words/agrifood-systems,تشمل نظم الزراعة الغذائية جميع أنشطة القطاع الزراعي بشكلٍ عام. وتتضمن بالتحديد جميع العمليات المرتبطة بالإنتاج والتخزين والنقل والتوزيع والتخلص من المنتجات الزراعية.وتشمل أيضاً المدخلات والمخرجات والمستهلكين والموردين والسياسات المتعلقة بالإدارة والتأمين في القطاع الزراعي.
Isotope,نظير,https://arabicglossary.dubaifuture.ae/ar/words/isotope,أي صورة من العنصر الكيميائي لديه العدد ذاته من البروتونات في النواة أو العدد الذري ذاته لكن لديه عدد مختلف من النيوترونات. وتكون النتيجة نظيرين من العنصر ذاته لهما وزنين ذريين أو كتلتين جزيئيتين مختلفين.
Lagrange Point,نقطة لاغرانج,https://arabicglossary.dubaifuture.ae/ar/words/lagrange-point,مواقع في الفضاء حيث تبقى الأجسام ساكنة. وعند نقاط لاغرانج، تتساوى قوة السحب الجذبي لجسمين ضخمي الحجم تماماً مع قوة الجذب المركزي اللازمة لتحريك جسم صغير معها. وقد توظف مركبة فضائية هذه النقاط لخفض استهلاك الوقود اللازم للبقاء في وضعيته.
Embryo transfer,نقل الأجنة,https://arabicglossary.dubaifuture.ae/ar/words/embryo-transfer,المرحلة الأخيرة من التخصيب خارج الجسم وتنقل فيها البويضات المخصبة إلى الرحم.
Horizontal Gene Tansfer,نقل الجينات الأفقي,https://arabicglossary.dubaifuture.ae/ar/words/horizontal-gene-transfer,حركة للمواد الجينية بين الكائنات أحادية الخلية والكائنات المتعددة الخلايا، تُخالف النقل العمودي للحمض النووي من السلف للخلف (التكاثر). وهو عامل مهم في تطور كائنات حية كثيرة، والآلية الرئيسة لانتشار مقاومة البكتيريا، وله دور مهم في تطور البكتيريا القادرة على تحليل المركبات الجديدة، مثل مبيدات الآفات التي صنعها الإنسان، وفي تطور الحدة الجرثومية وإبقائها وانتقالها.
Somatic cell nuclear transfer,نقل نواة الخلية الجسمية,https://arabicglossary.dubaifuture.ae/ar/words/somatic-cell-nuclear-transfer,هي طريقة مخبرية لتشكيل بويضة ملقحة انطلاقًا من خلية جسمية وبويضة. تعتمد هذه التقنية على أخذ بويضة مستأصلة من جسم الأنثى وزرع نواة مانحة من خلية جسدية. تستخدم هذه الطريقة الاستنساخ العلاجي والتناسلي.
Data Modelling,نمذجة البيانات,https://arabicglossary.dubaifuture.ae/ar/words/data-modelling,عملية إنتاج نموذج للبيانات لتخزينها في قاعدة البيانات.
Waterfall Method,نموذج الشلال,https://arabicglossary.dubaifuture.ae/ar/words/waterfall-method,تقسيم أنشطة المشروع إلى مراحل متسلسلة خطية، وتعتمد كل مرحلة على مخرجات المرحلة السابقة وتتوافق مع تخصيص المهام
Decision Model,نموذج القرار,https://arabicglossary.dubaifuture.ae/ar/words/decision-model,نموذج فكري لمعرفة منطق المنظمة وراء قرارها وتنظيمه وإدارته
Action model learning,نموذج تعلم الفعل,https://arabicglossary.dubaifuture.ae/ar/words/action-model-learning,جزء من تعلم الآلة يركز على إنتاج وتعديل معرفة البرمجيات عن التأثيرات والشروط المسبقة للأفعال القابلة للتنفيذ في بيئتها المحددة. وتقدم هذه المعرفة في صورة لغة تصف الأفعال المستندة إلى المنطق، وتستخدم كدخل لبرامج التخطيط المؤتمت.
Abstract data type,نوع البيانات المجردة,https://arabicglossary.dubaifuture.ae/ar/words/abstract-data-type,تجريد لمجموعة من العمليات على بيانات غير محددة لا يرتبط بمجموعة محددة من أنواع البيانات الثابتة.
Hyperloop,هايبرلوب,https://arabicglossary.dubaifuture.ae/ar/words/hyperloop,هايبرلوب تقنية نقل فائقة السرعة، تستخدم نفقاً أو نظام أنفاق محكم الإغلاق ومنخفض الضغط. ويتيح الرفع الكهرومغناطيسي دفع كبسولات ذاتية التشغيل عبر الهايبرلوب دون أي احتكاك تقريباً.
Engineering,هندسة,https://arabicglossary.dubaifuture.ae/ar/words/engineering,استخدام العلم والرياضيات للاستفادة من خواص المواد ومصادر الطاقة
Ontology engineering,هندسة الأنطولوجيات,https://arabicglossary.dubaifuture.ae/ar/words/ontology-engineering,مجال يدرس طرائق بناء الأنطولوجيات ومنهجياتها: التمثيلات الرسمية لمجموعة من المفاهيم ضمن مجال معين والعلاقات بين تلك المفاهيم.
Knowledge engineering,هندسة المعرفة,https://arabicglossary.dubaifuture.ae/ar/words/knowledge-engineering,عملية محاكاة للكيفية التي يتصرف بها خبير بشري ويتخذ قراراته في مجال محدد
Brain–computer interfaces,واجهات الدماغ والحاسوب,https://arabicglossary.dubaifuture.ae/ar/words/brain-computer-interfaces,واجهات الدماغ والحاسوب أو واجهات الدماغ والآلة مسارات اتصال تستخدم أسلاكاً متصلة بالدماغ أو جهاز خارجي «لقراءة» الإشارات العصبية للدماغ (النشاط الإلكتروني) أو لإرسال إشارات إلى الدماغ باستخدام التيارات الكهربائية.
Brain-computer Interfaces (BCI),واجهات الدماغ والحاسوب,https://arabicglossary.dubaifuture.ae/ar/words/brain-computer-interfaces-bci,"واجهات الدماغ والحاسوب أو واجهات الدماغ والآلة هي مسارات اتصال تستخدم أسلاكاًً متصلة بالدماغ أو جهازاًً خارجياًً ""لقراءة"" الإشارات العصبية )النشاط الإلكتروني (أو لإرسال إشارات إلى الدماغ باستخدام التيارات الكهربائية."
User Interface (UI),واجهة المستخدم,https://arabicglossary.dubaifuture.ae/ar/words/user-interface,الحيز الذي تحدث فيه التفاعلات بين البشر والآلات.
Brain Computer Interface (BCI),واجهة تفاعل الدماغ والحاسوب,https://arabicglossary.dubaifuture.ae/ar/words/brain-computer-interface-bci,واجهة تجمع إشارات الدماغ وتحللها وتحولها إلى أوامر تنقل إلى أجهزة تنفذها. ولا تستخدم هذه الواجهات المسارات العصبية العضلية الطبيعية. وتهدف إلى استعادة الوظائف المفيدة لدى الأشخاص المصابين باضطرابات عصبية عضلية مثل التصلب الجانبي والشلل الدماغي والسكتات وإصابات الحبل الشوكي.
Mixed Reality,واقع مختلط,https://arabicglossary.dubaifuture.ae/ar/words/mixed-reality,دمج العالمين الحقيقي والافتراضي لإنتاج بيئات وتصورات جديدة، تتعايش فيها الأشياء المادية والرقمية وتتفاعل في الوقت الفعلي.
Embodied Agent,وكيل مُجسَّد,https://arabicglossary.dubaifuture.ae/ar/words/embodied-agent,شخصية افتراضية ينتجها الحاسوب تسلك سلوكًا بشريًا خلال تعاملها مع البيئة
